epoch,accuracy,loss,val_accuracy,val_loss
0,0.6128833293914795,1.7359364032745361,0.6669999957084656,1.6905707120895386
1,0.6382833123207092,1.6870819330215454,0.689300000667572,1.641129732131958
2,0.6629833579063416,1.6389284133911133,0.7091000080108643,1.5931737422943115
3,0.6815333366394043,1.5931357145309448,0.7253000140190125,1.5466545820236206
4,0.696150004863739,1.5486940145492554,0.7400000095367432,1.5015594959259033
